Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Best;Average
176;0,499174;0,663174;0,697091;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703207;0,728926;0,696347
177;0,625620;0,683273;0,698083;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703207;0,728926;0,698456
178;0,676033;0,689554;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704430;0,728926;0,699398
179;0,627273;0,682083;0,698314;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703769;0,728926;0,698417
180;0,579339;0,677058;0,699736;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702876;0,728926;0,697967
181;0,567769;0,678017;0,699802;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703240;0,728926;0,698106
182;0,567769;0,685686;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702678;0,728926;0,698836
183;0,567769;0,683636;0,699769;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,698572
184;0,567769;0,681554;0,699140;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,698301
185;0,600826;0,687339;0,699702;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,698936
186;0,271074;0,668529;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,697084
187;0,684298;0,696595;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702314;0,728926;0,699891
188;0,623967;0,693917;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702446;0,728926;0,699636
189;0,682645;0,695868;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703008;0,728926;0,699888
190;0,686777;0,697058;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,702975;0,728926;0,700003
191;0,686777;0,697554;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704430;0,728926;0,700198
192;0,686777;0,696198;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703273;0,728926;0,699947
193;0,501653;0,685620;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703273;0,728926;0,698889
194;0,501653;0,689025;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703273;0,728926;0,699230
195;0,537190;0,689917;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703471;0,728926;0,699339
196;0,614876;0,695603;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704198;0,728926;0,699980
197;0,614876;0,693190;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,703570;0,728926;0,699676
198;0,673554;0,697752;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704331;0,728926;0,700208
199;0,686777;0,698314;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,700000;0,704000;0,728926;0,700231
