Generation;Worst;0-10%;10-20%;20-30%;30-40%;40-50%;50-60%;60-70%;70-80%;80-90%;90-100%;Best
669;0,272000;0,818320;0,922240;0,934480;0,944000;0,949600;0,952000;0,952000;0,953520;0,960000;0,964960;0,968000
670;0,272000;0,833360;0,922400;0,935760;0,944000;0,948160;0,952000;0,952000;0,952000;0,959680;0,965440;0,968000
671;0,296000;0,856800;0,923920;0,937440;0,944000;0,950800;0,952000;0,952000;0,953600;0,960000;0,965760;0,968000
672;0,272000;0,865440;0,924560;0,938080;0,944000;0,950960;0,952000;0,952000;0,954560;0,960000;0,966480;0,968000
673;0,432000;0,875520;0,924080;0,936880;0,944000;0,951280;0,952000;0,952000;0,955360;0,960000;0,967120;0,968000
674;0,296000;0,841680;0,925360;0,937600;0,944000;0,951360;0,952000;0,952000;0,955840;0,960000;0,967680;0,968000
675;0,296000;0,834640;0,923200;0,935120;0,944000;0,950640;0,952000;0,952000;0,955760;0,960000;0,967760;0,968000
676;0,280000;0,830400;0,925280;0,937360;0,944000;0,951840;0,952000;0,952000;0,955520;0,960160;0,968000;0,968000
677;0,272000;0,860080;0,923440;0,937360;0,944000;0,951440;0,952000;0,952000;0,955120;0,960160;0,968000;0,968000
678;0,296000;0,857920;0,922960;0,935120;0,944000;0,948800;0,952000;0,952000;0,954880;0,960000;0,967840;0,968000
679;0,272000;0,862320;0,921760;0,933840;0,943600;0,947840;0,952000;0,952000;0,953520;0,960000;0,967280;0,968000
680;0,552000;0,867680;0,921920;0,934960;0,944000;0,949520;0,952000;0,952000;0,954960;0,960000;0,967520;0,968000
681;0,296000;0,853040;0,920960;0,933760;0,943120;0,947120;0,952000;0,952000;0,952000;0,959520;0,965360;0,968000
682;0,296000;0,841920;0,919920;0,933440;0,943440;0,948560;0,952000;0,952000;0,952000;0,958640;0,965600;0,968000
683;0,296000;0,844000;0,921840;0,936320;0,944000;0,949360;0,952000;0,952000;0,952000;0,959680;0,966560;0,968000
684;0,296000;0,844160;0,917920;0,934640;0,944000;0,947840;0,952000;0,952000;0,952000;0,959840;0,967120;0,968000
685;0,480000;0,836080;0,919280;0,937600;0,944000;0,950240;0,952000;0,952000;0,954400;0,960000;0,967280;0,968000
686;0,280000;0,790400;0,916480;0,936080;0,944000;0,948320;0,952000;0,952000;0,953120;0,960000;0,966160;0,968000
687;0,272000;0,718240;0,910320;0,933120;0,943920;0,948080;0,952000;0,952000;0,954000;0,960000;0,967280;0,968000
688;0,400000;0,756880;0,915200;0,937520;0,944000;0,950720;0,952000;0,952000;0,954720;0,960000;0,967360;0,968000
689;0,296000;0,776960;0,919680;0,939680;0,944000;0,951760;0,952000;0,952000;0,954000;0,960000;0,967440;0,968000
690;0,416000;0,811280;0,927840;0,940800;0,945360;0,952000;0,952000;0,952000;0,953920;0,960000;0,967840;0,968000
691;0,272000;0,810560;0,924560;0,938800;0,944000;0,951360;0,952000;0,952000;0,953200;0,960000;0,966320;0,968000
692;0,408000;0,812160;0,923840;0,939040;0,944000;0,951200;0,952000;0,952000;0,954640;0,960000;0,966720;0,968000
693;0,296000;0,820560;0,923360;0,939520;0,944000;0,951440;0,952000;0,952000;0,953920;0,960000;0,966480;0,968000
694;0,296000;0,812080;0,923200;0,939360;0,944000;0,952000;0,952000;0,952000;0,954160;0,960000;0,966080;0,968000
695;0,296000;0,835760;0,923120;0,938640;0,944480;0,952000;0,952000;0,952000;0,954880;0,960000;0,966640;0,968000
696;0,272000;0,840480;0,920720;0,936880;0,944000;0,950000;0,952000;0,952000;0,953120;0,960000;0,965440;0,968000
697;0,432000;0,833440;0,917200;0,936720;0,944000;0,951680;0,952000;0,952000;0,953680;0,960000;0,965040;0,968000
698;0,272000;0,844640;0,917520;0,936000;0,944000;0,950560;0,952000;0,952000;0,954080;0,960000;0,965360;0,968000
699;0,296000;0,795840;0,916960;0,936720;0,944160;0,952000;0,952000;0,952000;0,953280;0,960000;0,965920;0,968000
700;0,360000;0,807600;0,919280;0,939120;0,944960;0,952000;0,952000;0,952000;0,954960;0,960000;0,966960;0,968000
701;0,432000;0,841520;0,921840;0,938480;0,944080;0,952000;0,952000;0,952000;0,953200;0,960000;0,966000;0,968000
702;0,432000;0,815520;0,919920;0,938880;0,944480;0,952000;0,952000;0,952000;0,954960;0,960000;0,965840;0,968000
703;0,296000;0,828480;0,921280;0,939920;0,944560;0,952000;0,952000;0,952000;0,955360;0,960000;0,966080;0,968000
704;0,272000;0,829840;0,920240;0,939200;0,944000;0,951840;0,952000;0,952000;0,954880;0,960000;0,965840;0,968000
705;0,272000;0,805040;0,917040;0,937440;0,944000;0,951680;0,952000;0,952000;0,953440;0,960000;0,965600;0,968000
706;0,272000;0,825440;0,917200;0,938960;0,944240;0,952000;0,952000;0,952000;0,954720;0,960000;0,966480;0,968000
707;0,296000;0,812720;0,916960;0,938080;0,944000;0,951440;0,952000;0,952000;0,953840;0,960000;0,965760;0,968000
708;0,288000;0,803840;0,912160;0,934720;0,944000;0,951600;0,952000;0,952000;0,954160;0,960000;0,965200;0,968000
709;0,384000;0,798960;0,916960;0,935040;0,944000;0,950720;0,952000;0,952000;0,953760;0,960000;0,964880;0,968000
710;0,392000;0,757440;0,910480;0,932240;0,943520;0,948160;0,952000;0,952000;0,953360;0,960000;0,965040;0,968000
711;0,440000;0,789600;0,914320;0,933440;0,944000;0,948080;0,952000;0,952000;0,953280;0,960000;0,964880;0,968000
712;0,296000;0,827120;0,923520;0,939120;0,944000;0,951520;0,952000;0,952000;0,956240;0,960000;0,966560;0,968000
713;0,272000;0,833840;0,923840;0,938960;0,944000;0,950960;0,952000;0,952000;0,955840;0,960000;0,965200;0,968000
714;0,296000;0,840320;0,917040;0,934640;0,944000;0,948000;0,952000;0,952000;0,954880;0,960000;0,964160;0,968000
715;0,424000;0,839520;0,910960;0,933040;0,942800;0,947920;0,952000;0,952000;0,955520;0,960000;0,964880;0,968000
716;0,280000;0,804640;0,912640;0,933280;0,942640;0,947520;0,952000;0,952000;0,956400;0,960000;0,966240;0,968000
717;0,296000;0,781120;0,911920;0,932480;0,941760;0,945280;0,952000;0,952000;0,955200;0,960000;0,965200;0,968000
718;0,288000;0,802240;0,915760;0,933040;0,942720;0,946480;0,952000;0,952000;0,954800;0,960000;0,965200;0,968000
719;0,288000;0,784080;0,912240;0,931920;0,942320;0,946160;0,952000;0,952000;0,954480;0,960000;0,965760;0,968000
720;0,384000;0,804000;0,918320;0,938080;0,944000;0,951360;0,952000;0,952000;0,957680;0,960000;0,967200;0,968000
721;0,272000;0,799920;0,916720;0,936720;0,944000;0,951200;0,952000;0,952000;0,958320;0,960080;0,968000;0,968000
722;0,272000;0,803680;0,913760;0,935040;0,944000;0,949120;0,952000;0,952000;0,957680;0,960560;0,968000;0,968000
723;0,432000;0,804400;0,913600;0,933520;0,943600;0,947520;0,952000;0,952000;0,956560;0,960000;0,966880;0,968000
724;0,272000;0,770720;0,906640;0,930000;0,940160;0,944000;0,951600;0,952000;0,954160;0,960000;0,966160;0,968000
725;0,400000;0,794880;0,917040;0,934000;0,943520;0,946160;0,952000;0,952000;0,955680;0,960000;0,966480;0,968000
726;0,432000;0,812320;0,915680;0,933840;0,944000;0,946400;0,952000;0,952000;0,955280;0,960000;0,966240;0,968000
727;0,432000;0,824720;0,911440;0,930960;0,942160;0,946640;0,952000;0,952000;0,954160;0,960000;0,965680;0,968000
728;0,272000;0,827360;0,912160;0,930320;0,941760;0,947040;0,952000;0,952000;0,957040;0,960000;0,966320;0,968000
729;0,272000;0,844320;0,915600;0,933120;0,942960;0,947600;0,952000;0,952000;0,955440;0,960000;0,966560;0,968000
730;0,296000;0,851280;0,918240;0,935200;0,944000;0,948400;0,952000;0,952000;0,956240;0,960160;0,968000;0,968000
731;0,376000;0,873760;0,920960;0,937600;0,944000;0,949280;0,952000;0,952000;0,958000;0,960240;0,968000;0,968000
732;0,296000;0,866080;0,918800;0,936480;0,944000;0,949040;0,952000;0,952000;0,955280;0,960000;0,967120;0,968000
733;0,296000;0,863120;0,915040;0,933200;0,943840;0,946640;0,952000;0,952000;0,955680;0,960000;0,966480;0,968000
734;0,432000;0,867120;0,918080;0,932960;0,941360;0,944320;0,952000;0,952000;0,952720;0,960000;0,965840;0,968000
735;0,624000;0,867440;0,916960;0,933440;0,943040;0,945920;0,952000;0,952000;0,953200;0,960000;0,965760;0,968000
736;0,432000;0,857600;0,916080;0,933120;0,942240;0,946160;0,952000;0,952000;0,954400;0,960000;0,966480;0,968000
737;0,520000;0,860240;0,918080;0,933840;0,943760;0,945920;0,952000;0,952000;0,954000;0,960000;0,966720;0,968000
738;0,520000;0,844880;0,915840;0,932880;0,943920;0,945200;0,952000;0,952000;0,954400;0,960000;0,966800;0,968000
739;0,272000;0,828000;0,917680;0,935440;0,944000;0,948000;0,952000;0,952000;0,958160;0,960000;0,967920;0,968000
740;0,296000;0,857120;0,920480;0,937280;0,944000;0,949440;0,952000;0,952000;0,956320;0,960000;0,967280;0,968000
741;0,296000;0,864400;0,919600;0,937840;0,944000;0,949920;0,952000;0,952000;0,955440;0,960000;0,967280;0,968000
742;0,656000;0,872880;0,921520;0,939440;0,944000;0,952000;0,952000;0,952000;0,957600;0,960000;0,968000;0,968000
743;0,296000;0,849360;0,921920;0,940480;0,944000;0,951520;0,952000;0,952000;0,957760;0,960000;0,967360;0,968000
744;0,480000;0,844640;0,918000;0,936800;0,944000;0,949280;0,952000;0,952000;0,956960;0,960000;0,967760;0,968000
745;0,432000;0,855440;0,919920;0,938400;0,944000;0,950320;0,952000;0,952000;0,956480;0,960640;0,968000;0,968000
746;0,552000;0,846880;0,917200;0,932880;0,943360;0,946400;0,952000;0,952000;0,955040;0,960000;0,967040;0,968000
747;0,552000;0,858480;0,916080;0,932240;0,942800;0,947120;0,952000;0,952000;0,954880;0,960000;0,965840;0,968000
748;0,448000;0,861680;0,912400;0,930720;0,941680;0,946160;0,952000;0,952000;0,954320;0,960000;0,965680;0,968000
749;0,448000;0,851520;0,913920;0,932720;0,943840;0,948640;0,952000;0,952000;0,955200;0,960000;0,966720;0,968000
750;0,432000;0,854640;0,916000;0,932880;0,943840;0,948160;0,952000;0,952000;0,956320;0,960000;0,966560;0,968000
751;0,448000;0,854720;0,920720;0,938000;0,944000;0,950160;0,952000;0,952000;0,957120;0,960000;0,967120;0,968000
752;0,272000;0,834640;0,920160;0,938720;0,944000;0,950400;0,952000;0,952000;0,958480;0,960000;0,966640;0,968000
753;0,296000;0,814800;0,915760;0,934640;0,944000;0,948880;0,952000;0,952000;0,956080;0,960000;0,966400;0,968000
754;0,440000;0,808880;0,915840;0,935920;0,944000;0,949280;0,952000;0,952000;0,954800;0,960000;0,966080;0,968000
755;0,288000;0,742480;0,907680;0,929600;0,942240;0,946560;0,952000;0,952000;0,954240;0,960000;0,965920;0,968000
756;0,432000;0,816960;0,911120;0,931600;0,943840;0,948400;0,952000;0,952000;0,955200;0,960000;0,967120;0,968000
757;0,472000;0,813440;0,911520;0,932320;0,943920;0,949920;0,952000;0,952000;0,957680;0,960000;0,967280;0,968000
758;0,272000;0,785840;0,914480;0,934400;0,944000;0,949680;0,952000;0,952000;0,957040;0,960000;0,966160;0,968000
759;0,296000;0,841600;0,917280;0,938320;0,944000;0,951200;0,952000;0,952000;0,955840;0,960000;0,966160;0,968000
760;0,632000;0,853120;0,917040;0,938080;0,944000;0,951440;0,952000;0,952000;0,956400;0,960000;0,966080;0,968000
761;0,680000;0,864800;0,918000;0,937440;0,944000;0,950480;0,952000;0,952000;0,955600;0,960000;0,966240;0,968000
762;0,272000;0,851600;0,919360;0,938960;0,944000;0,949840;0,952000;0,952000;0,954880;0,960000;0,966320;0,968000
763;0,272000;0,845440;0,921360;0,938880;0,944000;0,950400;0,952000;0,952000;0,955040;0,960000;0,965600;0,968000
764;0,272000;0,838080;0,926160;0,940000;0,944560;0,952000;0,952000;0,952000;0,955520;0,960000;0,965840;0,968000
765;0,272000;0,825600;0,929040;0,940320;0,944480;0,952000;0,952000;0,952000;0,956000;0,960000;0,966320;0,968000
766;0,272000;0,830960;0,930240;0,942160;0,945280;0,952000;0,952000;0,952000;0,954640;0,960000;0,965920;0,968000
767;0,296000;0,848720;0,929360;0,941200;0,944640;0,952000;0,952000;0,952000;0,954960;0,960000;0,966880;0,968000
768;0,480000;0,857600;0,928400;0,940560;0,944160;0,952000;0,952000;0,952000;0,955200;0,960000;0,966800;0,968000
769;0,272000;0,840560;0,928160;0,940240;0,944560;0,952000;0,952000;0,952000;0,955440;0,960000;0,967600;0,968000
770;0,504000;0,854880;0,922160;0,937760;0,944000;0,950960;0,952000;0,952000;0,954640;0,960000;0,966640;0,968000
771;0,504000;0,847600;0,924000;0,938720;0,944000;0,951760;0,952000;0,952000;0,954320;0,960000;0,965840;0,968000
772;0,520000;0,844880;0,920320;0,938800;0,944000;0,951600;0,952000;0,952000;0,954000;0,960000;0,966240;0,968000
773;0,272000;0,838320;0,916960;0,937040;0,944000;0,949920;0,952000;0,952000;0,955040;0,960000;0,967360;0,968000
774;0,272000;0,827920;0,918000;0,938080;0,944000;0,949360;0,952000;0,952000;0,955440;0,960160;0,968000;0,968000
775;0,296000;0,832560;0,919120;0,936400;0,944000;0,949600;0,952000;0,952000;0,955600;0,960480;0,968000;0,968000
776;0,280000;0,833680;0,921120;0,935680;0,944000;0,949440;0,952000;0,952000;0,953200;0,960000;0,967120;0,968000
777;0,272000;0,806560;0,913600;0,933120;0,943200;0,948240;0,952000;0,952000;0,954320;0,960000;0,967840;0,968000
778;0,472000;0,860880;0,916000;0,934000;0,943360;0,947360;0,952000;0,952000;0,953680;0,960000;0,967200;0,968000
779;0,272000;0,838160;0,915120;0,932800;0,943040;0,946480;0,952000;0,952000;0,953280;0,960000;0,967360;0,968000
780;0,392000;0,827600;0,915200;0,933040;0,943360;0,947440;0,952000;0,952000;0,953600;0,960400;0,968000;0,968000
781;0,296000;0,845840;0,920640;0,938160;0,944000;0,950320;0,952000;0,952000;0,953520;0,960000;0,966320;0,968000
782;0,272000;0,836480;0,921200;0,938560;0,944080;0,952000;0,952000;0,952000;0,953680;0,960000;0,966800;0,968000
783;0,272000;0,817600;0,921840;0,937520;0,944000;0,950320;0,952000;0,952000;0,952000;0,958640;0,966560;0,968000
784;0,272000;0,808400;0,917360;0,935200;0,944000;0,949920;0,952000;0,952000;0,952000;0,958960;0,966160;0,968000
785;0,432000;0,871920;0,926320;0,940320;0,944160;0,952000;0,952000;0,952000;0,952000;0,959840;0,965920;0,968000
786;0,296000;0,876640;0,927600;0,939760;0,944000;0,950560;0,952000;0,952000;0,952320;0,960000;0,966320;0,968000
787;0,640000;0,873360;0,925040;0,938000;0,944000;0,948480;0,952000;0,952000;0,952000;0,958640;0,965120;0,968000
788;0,296000;0,866720;0,925520;0,938160;0,944000;0,948640;0,952000;0,952000;0,952000;0,958560;0,965360;0,968000
789;0,432000;0,866640;0,923520;0,936800;0,944000;0,948240;0,952000;0,952000;0,952000;0,958800;0,964320;0,968000
790;0,272000;0,820880;0,920720;0,935520;0,944000;0,947840;0,952000;0,952000;0,952000;0,956080;0,963520;0,968000
791;0,280000;0,811840;0,921680;0,938000;0,944000;0,947040;0,952000;0,952000;0,952000;0,955920;0,963280;0,968000
792;0,272000;0,835760;0,920800;0,936880;0,944000;0,946880;0,952000;0,952000;0,952000;0,956880;0,963120;0,968000
793;0,296000;0,837920;0,921280;0,935440;0,944000;0,947360;0,952000;0,952000;0,952000;0,957440;0,964240;0,968000
794;0,296000;0,854400;0,922480;0,936640;0,944000;0,948720;0,952000;0,952000;0,952000;0,958400;0,963760;0,968000
795;0,624000;0,854960;0,923120;0,936960;0,944000;0,948560;0,952000;0,952000;0,952000;0,958000;0,964160;0,968000
796;0,272000;0,817760;0,913520;0,933360;0,943280;0,946080;0,952000;0,952000;0,952000;0,958240;0,964160;0,968000
797;0,384000;0,811600;0,909040;0,933360;0,943040;0,945440;0,952000;0,952000;0,952000;0,958320;0,964320;0,968000
798;0,368000;0,823840;0,912720;0,932880;0,942240;0,944640;0,952000;0,952000;0,952000;0,957520;0,965280;0,968000
799;0,392000;0,818160;0,916960;0,934400;0,943440;0,944800;0,952000;0,952000;0,952000;0,958000;0,964800;0,968000
800;0,384000;0,816800;0,915360;0,935280;0,944000;0,945440;0,952000;0,952000;0,952000;0,956960;0,964720;0,968000
801;0,296000;0,818160;0,920320;0,937600;0,944000;0,947840;0,952000;0,952000;0,952000;0,958080;0,963760;0,968000
802;0,680000;0,850960;0,924480;0,939040;0,944000;0,949280;0,952000;0,952000;0,952000;0,957760;0,963840;0,968000
803;0,272000;0,857440;0,931760;0,942160;0,944000;0,951520;0,952000;0,952000;0,952000;0,958240;0,964400;0,968000
804;0,272000;0,860000;0,930480;0,941520;0,944000;0,951840;0,952000;0,952000;0,952000;0,959200;0,963760;0,968000
805;0,272000;0,843440;0,929600;0,940880;0,944000;0,951440;0,952000;0,952000;0,952000;0,958480;0,963360;0,968000
806;0,312000;0,861360;0,932000;0,942000;0,944960;0,952000;0,952000;0,952000;0,952000;0,958880;0,964800;0,968000
807;0,432000;0,843440;0,930800;0,941360;0,944240;0,952000;0,952000;0,952000;0,952000;0,959520;0,964720;0,968000
808;0,432000;0,829360;0,928640;0,941120;0,944320;0,952000;0,952000;0,952000;0,952000;0,959440;0,965120;0,968000
809;0,320000;0,861680;0,929280;0,941920;0,945200;0,952000;0,952000;0,952000;0,952000;0,960000;0,964160;0,968000
810;0,296000;0,841280;0,930880;0,942080;0,944720;0,952000;0,952000;0,952000;0,952720;0,960000;0,965200;0,968000
811;0,448000;0,868640;0,932960;0,942800;0,944880;0,952000;0,952000;0,952000;0,952000;0,959680;0,964640;0,968000
812;0,272000;0,860560;0,933520;0,943760;0,945680;0,952000;0,952000;0,952000;0,952000;0,959920;0,965760;0,968000
813;0,272000;0,848080;0,932720;0,943840;0,945120;0,952000;0,952000;0,952000;0,952000;0,958960;0,964640;0,968000
814;0,296000;0,852880;0,931600;0,942960;0,944000;0,951200;0,952000;0,952000;0,952000;0,958720;0,964320;0,968000
815;0,560000;0,857040;0,929760;0,941920;0,944640;0,952000;0,952000;0,952000;0,952000;0,958160;0,963520;0,968000
816;0,296000;0,858080;0,931840;0,942000;0,945200;0,952000;0,952000;0,952000;0,952000;0,959920;0,964240;0,968000
817;0,312000;0,828080;0,933760;0,943200;0,945120;0,952000;0,952000;0,952000;0,952160;0,960000;0,964560;0,968000
818;0,272000;0,838960;0,935760;0,944000;0,946560;0,952000;0,952000;0,952000;0,952800;0,960000;0,965200;0,968000
819;0,304000;0,843760;0,935360;0,944000;0,946320;0,952000;0,952000;0,952000;0,953120;0,960000;0,965200;0,968000
820;0,424000;0,870400;0,934320;0,944000;0,947840;0,952000;0,952000;0,952000;0,954320;0,960000;0,964960;0,968000
821;0,352000;0,830000;0,935520;0,944000;0,950160;0,952000;0,952000;0,952000;0,955200;0,960000;0,965280;0,968000
822;0,424000;0,852160;0,936560;0,944000;0,950240;0,952000;0,952000;0,952000;0,954560;0,960000;0,965600;0,968000
823;0,272000;0,833440;0,935520;0,944000;0,948640;0,952000;0,952000;0,952000;0,952320;0,960000;0,965200;0,968000
824;0,272000;0,797040;0,930640;0,943520;0,947680;0,952000;0,952000;0,952000;0,952000;0,959040;0,965040;0,968000
825;0,272000;0,787920;0,928000;0,941920;0,946960;0,952000;0,952000;0,952000;0,952000;0,959680;0,964080;0,968000
826;0,272000;0,751040;0,924240;0,941360;0,945920;0,952000;0,952000;0,952000;0,952000;0,959600;0,964320;0,968000
827;0,360000;0,768720;0,927920;0,943360;0,947920;0,952000;0,952000;0,952000;0,953840;0,960000;0,964880;0,968000
828;0,296000;0,770960;0,929120;0,944000;0,949040;0,952000;0,952000;0,952000;0,952720;0,960000;0,965520;0,968000
829;0,296000;0,806240;0,931520;0,944000;0,949200;0,952000;0,952000;0,952000;0,952000;0,959840;0,964320;0,968000
830;0,272000;0,751920;0,929520;0,944000;0,949760;0,952000;0,952000;0,952000;0,952000;0,959360;0,963920;0,968000
831;0,296000;0,802000;0,930960;0,944000;0,951440;0,952000;0,952000;0,952000;0,953920;0,960000;0,964080;0,968000
832;0,304000;0,794720;0,924720;0,942080;0,947680;0,952000;0,952000;0,952000;0,953760;0,960000;0,964240;0,968000
833;0,272000;0,786160;0,928080;0,942800;0,947760;0,952000;0,952000;0,952000;0,952000;0,959920;0,962800;0,968000
834;0,416000;0,842560;0,934880;0,944000;0,949680;0,952000;0,952000;0,952000;0,952560;0,960000;0,963280;0,968000
835;0,296000;0,828160;0,933520;0,944000;0,949360;0,952000;0,952000;0,952000;0,952000;0,959120;0,963280;0,968000
836;0,360000;0,831600;0,932320;0,944000;0,949040;0,952000;0,952000;0,952000;0,952000;0,958000;0,963280;0,968000
837;0,360000;0,839840;0,931040;0,943840;0,947520;0,952000;0,952000;0,952000;0,952000;0,957040;0,962800;0,968000
838;0,296000;0,817600;0,930880;0,944000;0,945920;0,952000;0,952000;0,952000;0,952000;0,956880;0,963120;0,968000
839;0,296000;0,831760;0,927120;0,941360;0,945360;0,952000;0,952000;0,952000;0,952000;0,958720;0,964000;0,968000
840;0,296000;0,837280;0,928800;0,942880;0,944480;0,952000;0,952000;0,952000;0,952000;0,958560;0,964240;0,968000
841;0,272000;0,799920;0,919520;0,939840;0,944000;0,951120;0,952000;0,952000;0,952000;0,957920;0,964640;0,968000
842;0,376000;0,807840;0,921040;0,940560;0,944000;0,952000;0,952000;0,952000;0,952000;0,959520;0,965760;0,968000
843;0,360000;0,788640;0,917600;0,939200;0,944000;0,950560;0,952000;0,952000;0,952000;0,959920;0,966400;0,968000
844;0,272000;0,814080;0,918720;0,938720;0,944000;0,951440;0,952000;0,952000;0,952000;0,958320;0,965120;0,968000
845;0,272000;0,817200;0,918640;0,939360;0,944000;0,951200;0,952000;0,952000;0,952000;0,958800;0,964480;0,968000
846;0,432000;0,809040;0,919120;0,936880;0,944000;0,949920;0,952000;0,952000;0,952000;0,959040;0,964240;0,968000
847;0,296000;0,820640;0,921120;0,938240;0,944000;0,950240;0,952000;0,952000;0,952000;0,959280;0,964000;0,968000
848;0,432000;0,828240;0,921360;0,939280;0,944000;0,950720;0,952000;0,952000;0,952240;0,960000;0,964640;0,968000
849;0,296000;0,806000;0,918880;0,938880;0,944000;0,950560;0,952000;0,952000;0,952000;0,959520;0,964160;0,968000
850;0,272000;0,811360;0,915680;0,936480;0,944000;0,949360;0,952000;0,952000;0,952000;0,959440;0,964480;0,968000
851;0,272000;0,796560;0,921760;0,937440;0,944000;0,950480;0,952000;0,952000;0,952000;0,957840;0,962880;0,968000
852;0,272000;0,796560;0,919840;0,937120;0,944000;0,948640;0,952000;0,952000;0,952000;0,958400;0,963040;0,968000
853;0,296000;0,816480;0,923120;0,937760;0,944000;0,949200;0,952000;0,952000;0,952000;0,958720;0,964160;0,968000
854;0,272000;0,825600;0,924400;0,939360;0,944000;0,948640;0,952000;0,952000;0,952000;0,959360;0,964560;0,968000
855;0,288000;0,820480;0,922640;0,939040;0,944000;0,948160;0,952000;0,952000;0,952000;0,958880;0,964240;0,968000
856;0,360000;0,824800;0,921440;0,938880;0,944000;0,949440;0,952000;0,952000;0,952320;0,960000;0,964480;0,968000
857;0,272000;0,826880;0,921360;0,938880;0,944000;0,948160;0,952000;0,952000;0,952000;0,959360;0,963760;0,968000
858;0,272000;0,835200;0,920800;0,938000;0,944000;0,948960;0,952000;0,952000;0,952000;0,958720;0,964560;0,968000
859;0,272000;0,836560;0,918640;0,934160;0,943840;0,946000;0,952000;0,952000;0,952000;0,957600;0,964240;0,968000
860;0,296000;0,847840;0,923200;0,938320;0,944000;0,947600;0,952000;0,952000;0,952000;0,957840;0,963760;0,968000
861;0,296000;0,849600;0,926800;0,939360;0,944000;0,948560;0,952000;0,952000;0,952000;0,959040;0,963680;0,968000
862;0,456000;0,859120;0,924560;0,939200;0,944000;0,948800;0,952000;0,952000;0,952000;0,959280;0,964160;0,968000
863;0,376000;0,854640;0,926080;0,938880;0,944000;0,949600;0,952000;0,952000;0,952000;0,960000;0,964960;0,968000
864;0,552000;0,871120;0,925840;0,940160;0,944000;0,951280;0,952000;0,952000;0,952000;0,959840;0,964480;0,968000
865;0,296000;0,872800;0,931120;0,941680;0,944960;0,952000;0,952000;0,952000;0,953040;0,960000;0,964960;0,968000
866;0,296000;0,873200;0,927680;0,940320;0,944000;0,951920;0,952000;0,952000;0,952560;0,960000;0,964640;0,968000
867;0,272000;0,868000;0,926480;0,940000;0,944000;0,950480;0,952000;0,952000;0,953040;0,960000;0,964160;0,968000
868;0,272000;0,848400;0,920240;0,937200;0,944000;0,948480;0,952000;0,952000;0,952000;0,959840;0,964800;0,968000
869;0,272000;0,822480;0,918160;0,935920;0,944000;0,947440;0,952000;0,952000;0,952000;0,959120;0,964400;0,968000
870;0,272000;0,821040;0,915280;0,934400;0,943520;0,946720;0,952000;0,952000;0,952000;0,957440;0,963600;0,968000
871;0,272000;0,817280;0,916000;0,934000;0,942480;0,946320;0,952000;0,952000;0,952000;0,957280;0,964160;0,968000
872;0,272000;0,834480;0,917920;0,934480;0,943360;0,946800;0,952000;0,952000;0,952000;0,956320;0,963600;0,968000
873;0,296000;0,848000;0,916880;0,934960;0,944000;0,947600;0,952000;0,952000;0,952000;0,957040;0,963680;0,968000
874;0,296000;0,854240;0,917440;0,934640;0,942480;0,945600;0,952000;0,952000;0,952000;0,956880;0,963120;0,968000
875;0,296000;0,863040;0,921680;0,935760;0,943600;0,944480;0,952000;0,952000;0,952000;0,956560;0,963120;0,968000
876;0,296000;0,847920;0,921200;0,936240;0,944000;0,944000;0,951680;0,952000;0,952000;0,956880;0,964000;0,968000
877;0,272000;0,850000;0,919520;0,936320;0,944000;0,945440;0,952000;0,952000;0,952000;0,955920;0,962880;0,968000
878;0,272000;0,868640;0,923840;0,938480;0,944000;0,947360;0,952000;0,952000;0,952000;0,956880;0,963120;0,968000
879;0,608000;0,853760;0,924000;0,938880;0,944000;0,947600;0,952000;0,952000;0,952000;0,958080;0,964320;0,968000
880;0,312000;0,840320;0,919360;0,935760;0,944000;0,945760;0,952000;0,952000;0,952000;0,957360;0,963760;0,968000
881;0,272000;0,810560;0,917840;0,936000;0,944000;0,947680;0,952000;0,952000;0,952000;0,959600;0,964160;0,968000
882;0,272000;0,811680;0,919600;0,936160;0,944000;0,947840;0,952000;0,952000;0,952000;0,957760;0,964800;0,968000
883;0,272000;0,818560;0,922880;0,936560;0,944000;0,946400;0,952000;0,952000;0,952000;0,956720;0,964320;0,968000
884;0,296000;0,828080;0,919760;0,935200;0,943920;0,944960;0,952000;0,952000;0,952000;0,956720;0,963840;0,968000
885;0,448000;0,853760;0,923840;0,938160;0,944000;0,946400;0,952000;0,952000;0,952000;0,956720;0,964720;0,968000
886;0,416000;0,850480;0,922480;0,937120;0,944000;0,947360;0,952000;0,952000;0,952000;0,957520;0,964320;0,968000
887;0,416000;0,832240;0,921600;0,937520;0,944000;0,949520;0,952000;0,952000;0,952000;0,958880;0,964000;0,968000
888;0,296000;0,822800;0,920560;0,935680;0,944000;0,948800;0,952000;0,952000;0,952000;0,959440;0,963760;0,968000
889;0,272000;0,826880;0,921520;0,935840;0,944000;0,947120;0,952000;0,952000;0,952000;0,958880;0,963760;0,968000
890;0,272000;0,811920;0,917600;0,933360;0,941280;0,944000;0,952000;0,952000;0,952000;0,957600;0,963280;0,968000
891;0,408000;0,778480;0,909760;0,932000;0,941840;0,944000;0,951840;0,952000;0,952000;0,958160;0,963840;0,968000
892;0,296000;0,766720;0,907840;0,929200;0,939760;0,944000;0,948640;0,952000;0,952000;0,956320;0,963600;0,968000
